Start Time,Elapsed Time,Machine Name,Login,Level,Message,Exception
2021-02-07 12:01:14.4466,    0.0000,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Application Start,
2021-02-07 12:01:14.6326,    0.1860,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Import Mode,
2021-02-07 12:01:14.6526,    0.0200,PMIIDIDNL12967,PMI\mamrulla,DEBUG,From : C:\BitBucket\Sales Volume\SalesAchievementSimplify\UserConfig\SalesPlan\Sales Plan #4 include V2.xlsx Into [PMIIDSUBDEV42\DEV2012].Users.dbo.SVAch_Plan,
2021-02-07 12:01:14.6676,    0.0150,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Truncate Table : SVAch_Plan,
2021-02-07 12:01:14.6676,    0.0000,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Skip Blank Row Enabled,
2021-02-07 12:01:14.7716,    0.1040,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Excel Type : xlsx,
2021-02-07 12:02:12.6507,    0.0000,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Application Start,
2021-02-07 12:02:12.7687,    0.1180,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Import Mode,
2021-02-07 12:02:12.7757,    0.0070,PMIIDIDNL12967,PMI\mamrulla,DEBUG,From : C:\BitBucket\Sales Volume\SalesAchievementSimplify\UserConfig\SalesPlan\Sales Plan #4 include V2.xlsx Into [PMIIDSUBDEV42\DEV2012].Users.dbo.SVAch_Plan,
2021-02-07 12:02:12.7757,    0.0000,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Truncate Table : SVAch_Plan,
2021-02-07 12:02:12.7907,    0.0150,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Skip Blank Row Enabled,
2021-02-07 12:02:12.8247,    0.0340,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Excel Type : xlsx,
2021-02-07 12:02:14.3963,    1.5716,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Import Mode,
2021-02-07 12:02:14.4013,    0.0050,PMIIDIDNL12967,PMI\mamrulla,DEBUG,From : C:\BitBucket\Sales Volume\SalesAchievementSimplify\UserConfig\SalesPlan\Sales Plan #5 include V2 new.xlsx Into [PMIIDSUBDEV42\DEV2012].Users.dbo.SVAch_Plan,
2021-02-07 12:02:14.4013,    0.0000,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Truncate Table : SVAch_Plan,
2021-02-07 12:02:14.4013,    0.0000,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Skip Blank Row Enabled,
2021-02-07 12:02:14.4257,    0.0244,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Excel Type : xlsx,
2021-02-07 12:02:14.6059,    0.1802,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Application Finished. Elapsed time: 1950ms,
2021-02-07 12:04:57.1220,    0.0000,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Application Start,
2021-02-07 12:04:57.2320,    0.1100,PMIIDIDNL12967,PMI\mamrulla,DEBUG,Import Mode,
2021-02-07 12:04:57.2320,    0.0000,PMIIDIDNL12967,PMI\mamrulla,DEBUG,From : C:\BitBucket\Sales Volume\SalesAchievementSimplify\UserConfig\SalesPlan\Sales Plan #4 include V2.xlsx Into [PMIIDSUBDEV42\DEV2012].Users.dbo.SVAch_Plan,
